messages,Training_Testing
"We r not meeting, change of plans",0
"You should have about $500 left in my account. There appears to a pending transaction i cannot see, so don't rely 100% on this amount.",0
school is already showing they issued the refund...its for just over $7000 so can you let me know when it posts??? I have some Toms I have to get paid like ASAP,0
No prob,0
Nope,0
Hey its a total of 25 pages for the total paper or is it 15?,0
Incoming,0
(2/2) seems to be wet on the bottom though.,0
LOL! Love it. You look so cool with the dew rag on.,0
Nahh.,0
ETA?,0
Are u on your way there?,0
"Be sure to install antivirus. I recommend software, which is free",0
I will look when i get home. Stuck in traffic.,0
Damn it. Sorry =( I can bring it by tomorrow after work. I work until 8 or on Tuesday after class,0
"Cool, wanna do something?",0
Alright,0
Or is it now? Lol,0
Ok,0
Incoming,0
Lol true,0
Plans may change on our trip in June,0
Me and Luke are headed to bw3's in wheaton,0
Thanks,0
I am gonna head to OC around 9:30,0
Are you coming tonight?,0
Hey sorry took nap,0
hen it was next to the toiley .in my bathroom wasnt gonna b a salty bitch plus all these text sucks to b ur bitch ass w,0
Are you in on tuesday?,0
Incoming,0
"We're here, no rush though",0
Little shit was outside.  Thanks,0
Ur sin is home,0
"Hi cindy, please wish everyone a happy easter from us....i hope you are having a more relaxing day.",0
Not when I left for the night,0
Ok,0
I think you are going to be happy.,0
nt. I think I have to go into work at 6pm :( ,0
"It's amber's birthday today and we are in San Francisco now, not Vegas",0
All day?,0
[IP address],0
Yeah ,0
Ok I'll give that a shot. Do u just deselect the center on page option and select everything and move it?,0
How is everything with the family today?  lucy,0
We r driving around picking up full bags of dope,0
hey markie  bring some reefer when you come by later,0
I have shared with you a folder within \assignments a folder called \old. You will find plenty of backups there.,0
Ok that will work,0
Go to tools then spelling and grammar check,0
Glad you made it home safely. I bet Jeff is happy to see you. Give him my love.,0
let me know what I owe you,0
"Well lucy is gone I am heading to hardware store, anything you can think of?",0
We are headed out now.,0
"He posted something a few minutes ago, but she passed this morning.",0
Sure.,0
Going strong,0
I have all my papers but no way of submitting them,0
Wanna snort a line w/me?,0
What time do u think u will get into ur office at? Should I slide my time sheet under ur door,0
Omg.  I cant believe he never told me she is sick much less has cancer.,0
i missed your birthday yesterday... sorry!,0
Sorry got tired up. I'm not sure every place I worked for was always looking for the lowest cost. Let me take a look.,0
Lol,0
Just me,0
I found the lip ring and Michael has it. I will get the others out of the jeans,0
Could you maybe bring a 2 liter of diet pop?,0
Sup,0
Shannon Golby commented on your status:,0
Ok.,0
Ok,0
Awesome thanks man,0
I didnt understand no .more tex crap.good lucl,0
"Yes, i will very soon. Working on the server.",0
She can barely walk~we got a wheelchair for her now,0
What about AVG?,0
"Yeah def get it then, install disk too ideally",0
Gonna pass 2nite. I have to present tomorrow. Need to go over my ppt one more time and print final document.,0
Samantha Towers commented on your status:,0
Still working on your laptop in the students office. Are you still around?,0
Have diet pepsi on me. WEre is it at.,0
Hmm,0
Is it possible to know this weekend? We're closing Friday,0
See you there.,0
Thx for sharing,0
Just got ur message sorry,0
She is in with him now. I will have her text you.,0
Thx,0
K,0
So u wont know till tomorrow if u need stitches?,0
"Hey, can you dome a favor while your out there?",0
Ur right.   Dam spell checkers,0
Sounds like you need another consult.  Why remove any of it with no cancer?,0
"Sure. If it goes a little longer, no worries.",0
Hey Amanda is going to pick me up and take me to mom's,0
I found a bad homepage and a dvds dns setting I didn't like.it's running faster now.,0
Anna needs to go out and she wont let me take her. Where are u,0
Oops,0
Happy Easter,0
Thank you very nice party. CHrist loves all of us.,0
Lol gotcha,0
The code is 25 pictures but i have 100 of each male and female in the folder. We can change the code to read more pictures.,0
Crap my desktop is down for remote access.,0
(RE:)Man thats really good news tell him 2 keep it up thats awesome i was wnrried he was gon head down a bad boy path,0
So r does that mean were going to have sex tonight?,0
What is it?,0
I am in class can't talk on phone only text,0
ng tomorrow night?,0
we can hang out somewhere else instead of ur house if me bringing shrooms freaks u out or anything,0
Mind sending me some of that? Lol,0
Damn thats crazy. How r they doin?,0
Hey bud what you up to tnght,0
Iver heard that b4 lol. Seriously its not a big deal. I love you. Im not even trippin. ,0
Susie Niles commented on your status:,0
Are u still doing the search functionality?,0
Incoming,0
Oh snap! Is it working well for you?,0
cindy a professor asked if i could watch his class for awhile he's running late. Sam and Bob are in the office,0
One day I might take a real vacation.,0
Can someone turn on Skype so I can talk to the group,0
Yeah,0
Incoming,0
Like rolling papes fo yo weed? Nope all out beautiful,0
bobbys.the one who told.me.bye.,0
Those suck compared to yours!,0
Oh my. Not a very good week thus far. Hope she continues to improve. Give mom a big from me.,0
wanna go horse riding later?,0
Hows your head? Did you get to sleep in a little?,0
k,0
I have the child Tiger so Im out! Thanks for the invite.,0
You're not allowed to live there ;),0
Ok,0
See what u where up to,0
"Swim lesson starts at 9:45 today in case you forgot. If you can't make it, no problem.",0
"I think it is going to rain, so probably just chill here, maybe play a game or something",0
Wher u at?,0
My battery is dying.,0
Would be boring for u lol,0
So we should fend for ourselves or no?,0
Nce,0
"Something you learn or glean might require action on your part today, and it might be wise not to put it off indefinitely.",0
Sure thing,0
I will keep you posted when we find out more tomorrow.,0
"Nancy, i will not be in class tonight. I am sick.",0
Politics,0
Any plans for later?,0
Are they here yet?,0
I'm running late I'm on my way now this is cindy.,0
They just gave me another court date babe,0
Love u,0
Dunno yet lol. Probably all day,0
personal use only,0
"Here at school Matlab works with the diary command, does not like diary via the database.",0
Ok. Me too.,0
Hey u guys want to meet up any earlier by chance?,0
Incoming,0
Well b home by 1030 baby,0
Thank you.,0
Do u have a account that I can use?,0
Incoming,0
Do you have a graduation party planned?  We could invite grad students here if you want?  Anyone you want. Only if you do not have previous plans....,0
Sara Smith commented on your status:,0
Nothing yet showing up. Not even pending.,0
"K I will bring one too, if nothing else then as a gift from us",0
Awesome,0
There is a going away party for us at the McCormick Center tomorrow night at 630.  Ur family is welcome. Dinner too.,0
Weekend is Pretty packed. I need to maybe come out there on a week day,0
It depends on what games they play and the graphics card,0
Just water I have diet in my fridge,0
What?,0
There and back already.  Went on February 26 and back on 29th.  Mom had a great time!  I lost my ass there!  She did use the wheelchair in the airports a,0
"Yep. How's your family, wife, mom and brothers?",0
That would probably work out.,0
On my way,0
In Michigan should be back in a few hours,0
Ok,0
Ok that's the only piece of the puzzle I have to figure out since the laptop is now hidden but the charger is still on the table..  She thinks her parent,0
Be right there.,0
(RE:)Man thats really good news tell him 2 keep it up thats awesome i was wnrried he was gon head down a bad boy path,0
Magical shrooms of joy and gladness,0
Did you test my code i put up. In the new folder?,0
Studying spanish,0
Incoming,0
Thank You Very Much,0
Gateway is down,0
"What Program, specifically?",0
"Hey, got a question for you. Is Tommy Harper related to you? He is in kindergarten at Fictitious School in Chicago.",0
Ok. I have the snow leopard upgrade disc which I believe can suffice.  I'll try and find the old one too though,0
"h her and Jack on Sat.  Love, M",0
We left the plants. Can you put them in the garage or at least under the bench in case it frosts?,0
That sucks,0
U tell it to fit to whatever paper size and it will,0
"Sure, do u guys have some zucchini stew over there?",0
MJ tonight,0
Lol,0
Ok,0
Haven't left yet,0
Melinda Vaughan commented on your status:,0
Sorry just checked.my.phone.oh no is she going to be alright?when did this all come.up.with her?,0
"It was a suspected gang related homicide, more to be released soon",0
Yeah well see luv,0
Thx,0
I talked to Amanda...thanks for getting a hold of me.,0
I'm going to come grab the kids about noon,0
Don't know,0
Thats ok,0
Samantha Smith commented on 'Samantha Smith's Wall post:,0
No one is on campus. Don't know at this time. Your MAC is newer than most in department.,0
"Maybe we can all meet at my place at 5, i made reservations for 7, when the show starts, we can check out the mall for a bit once we get there, sound good?",0
So r does that mean were going to have sex tonight?,0
(RE:)U already know girl ,0
"Hey bob, it's Mike. Where are we meeting tonight?",0
"You know, I don't get people who have to drag tired kids all around this city in the heat~get on a rush hour train and then try to discipline the kids w",0
Great  thanks,0
R u all coming by today?,0
Yup,0
Sounds great. Miss you.,0
Yeah awhile back,0
Early July,0
Hey I think I got a virus on my pc. Are you in the area today where u might be able to look at it?,0
What is the ip for the previous years assignment folders,0
"Yo, u still down for grappling?",0
Word!,0
Ok I'm still out at the picnic.,0
We're on michigan at panera lol :),0
